"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
3287844,"August 14, 2025",Pennsylvania,Smock,"907 Old Rte 51",0,1,0,0,1,N/A
3286692,"August 14, 2025",Oklahoma,Tulsa,"N Peoria Ave and E 66th St N",1,0,0,0,1,N/A
3287169,"August 14, 2025",Pennsylvania,Easton,"1000 block of Ferry St",0,1,0,0,0,N/A
3286661,"August 14, 2025",Oklahoma,"Oklahoma City","SE 21st St and S Byers Ave",1,1,0,0,2,N/A
3286708,"August 14, 2025",Kansas,Topeka,"2400 block of SE Bellview Ave",1,1,0,0,0,N/A
3287253,"August 14, 2025",Missouri,"Saint Louis","6100 block of Wagner Ave",1,0,0,0,1,N/A
3287312,"August 14, 2025","South Carolina",Greenville,"200 Pine Creek Ct Ext",0,2,0,0,0,N/A
3287262,"August 14, 2025",Pennsylvania,Philadelphia,"13th St and Locust St",0,1,0,0,0,N/A
3287278,"August 14, 2025",Arizona,Phoenix,"N 27th Ave and W Indian School Rd",0,1,0,0,0,N/A
3287849,"August 14, 2025",Ohio,Dayton,"2615 Wayne Ave",0,0,0,0,1,N/A
3287847,"August 14, 2025",Ohio,Dayton,"Boltin St and Hamilton Ave",0,1,0,0,0,N/A
3287270,"August 14, 2025",Arizona,Goodyear,"13033 Estrella Pkwy",0,0,0,0,1,N/A
3287842,"August 14, 2025",Nebraska,Omaha,"N 19th St and Spencer St",0,1,0,0,0,N/A
3287927,"August 14, 2025",Ohio,Columbus,"W Broad Ave and Wisconsin Ave",0,1,0,0,0,N/A
3286637,"August 14, 2025",Ohio,Cleveland,"7822 St Clair Ave",0,1,0,0,0,N/A
3287251,"August 14, 2025",Iowa,"Cedar Rapids","4227 21st Ave SW",0,1,0,0,0,N/A
3287246,"August 14, 2025",Ohio,Cincinnati,"Kearney St",0,1,0,0,1,N/A
